Sending build context to Docker daemon  2.659MB 
Step 1/47 : FROM nciccbr/ccbr_ubuntu_base_20.04:v2.1
v2.1: Pulling from nciccbr/ccbr_ubuntu_base_20.04
3b65ec22a9e9: Pulling fs layer
10ceb438865c: Pulling fs layer
aab707835907: Pulling fs layer
625b0c14d41b: Pulling fs layer
375fd82da226: Pulling fs layer
4faae6904470: Pulling fs layer
3a0584074529: Pulling fs layer
0d62c252c62e: Pulling fs layer
8aec5b04915d: Pulling fs layer
eb35dcebf5f0: Pulling fs layer
9120fb1fc8cb: Pulling fs layer
f4783e0118a3: Pulling fs layer
db35d98d120e: Pulling fs layer
870ae27479ac: Pulling fs layer
9b3ac3b90fd5: Pulling fs layer
1e855a499ff2: Pulling fs layer
17d743a62b4c: Pulling fs layer
331e2137023c: Pulling fs layer
938169d3fa53: Pulling fs layer
67aec46cc9bc: Pulling fs layer
733443d9da67: Pulling fs layer
86c9aea85eab: Pulling fs layer
77d76b322aa3: Pulling fs layer
eddd13839d27: Pulling fs layer
92bf6f086eef: Pulling fs layer
6c7b675a2d94: Pulling fs layer
5a583f00ebb8: Pulling fs layer
0a2aafdee47b: Pulling fs layer
71de21edbf84: Pulling fs layer
1e855a499ff2: Waiting
17d743a62b4c: Waiting
331e2137023c: Waiting
938169d3fa53: Waiting
67aec46cc9bc: Waiting
733443d9da67: Waiting
86c9aea85eab: Waiting
77d76b322aa3: Waiting
eddd13839d27: Waiting
625b0c14d41b: Waiting
92bf6f086eef: Waiting
6c7b675a2d94: Waiting
5a583f00ebb8: Waiting
375fd82da226: Waiting
4faae6904470: Waiting
3a0584074529: Waiting
0d62c252c62e: Waiting
8aec5b04915d: Waiting
eb35dcebf5f0: Waiting
9120fb1fc8cb: Waiting
f4783e0118a3: Waiting
db35d98d120e: Waiting
870ae27479ac: Waiting
9b3ac3b90fd5: Waiting
0a2aafdee47b: Waiting
71de21edbf84: Waiting
htslib-1.15.1/test/ce#5b.sam
htslib-1.15.1/test/ce#5b_java.cram
htslib-1.15.1/test/ce#large_seq.sam
htslib-1.15.1/test/ce#supp.sam
htslib-1.15.1/test/ce#tag_depadded.sam
htslib-1.15.1/test/ce#tag_padded.sam
htslib-1.15.1/test/ce#unmap.sam
htslib-1.15.1/test/ce#unmap1.sam
htslib-1.15.1/test/ce#unmap2.sam
htslib-1.15.1/test/ce.fa
htslib-1.15.1/test/ce.fa.fai
htslib-1.15.1/test/colons.bam
htslib-1.15.1/test/colons.bam.bai
htslib-1.15.1/test/compare_sam.pl
htslib-1.15.1/test/cross_validate.sh
htslib-1.15.1/test/emptyfile
htslib-1.15.1/test/faidx.fa
htslib-1.15.1/test/fastq/
htslib-1.15.1/test/fastq/fastq.tst
htslib-1.15.1/test/fastq/filter_casava-q.sam
htslib-1.15.1/test/fastq/filter_casava.fa
htslib-1.15.1/test/fastq/filter_casava.fq
htslib-1.15.1/test/fastq/filter_casava.sam
htslib-1.15.1/test/fastq/inter_aux-q.sam
htslib-1.15.1/test/fastq/inter_aux.sam
htslib-1.15.1/test/fastq/inter_casava-q.sam
htslib-1.15.1/test/fastq/inter_casava.sam
htslib-1.15.1/test/fastq/inter_casavaOX-q.sam
htslib-1.15.1/test/fastq/inter_casavaOX.sam
htslib-1.15.1/test/fastq/inter_noaux-q.sam
htslib-1.15.1/test/fastq/inter_noaux.sam
htslib-1.15.1/test/fastq/interleaved.fa
htslib-1.15.1/test/fastq/interleaved.fq
htslib-1.15.1/test/fastq/interleaved_casava.fa
htslib-1.15.1/test/fastq/interleaved_casava.fq
htslib-1.15.1/test/fastq/minimal-q.sam
htslib-1.15.1/test/fastq/minimal.fa
htslib-1.15.1/test/fastq/minimal.fq
htslib-1.15.1/test/fastq/minimal.sam
htslib-1.15.1/test/fastq/multiline-q.sam
htslib-1.15.1/test/fastq/multiline.fa
htslib-1.15.1/test/fastq/multiline.fq
htslib-1.15.1/test/fastq/multiline.sam
htslib-1.15.1/test/fastq/name2-q.sam
htslib-1.15.1/test/fastq/name2.fa
htslib-1.15.1/test/fastq/name2.fq
htslib-1.15.1/test/fastq/name2.sam
htslib-1.15.1/test/fastq/r1-q.sam
htslib-1.15.1/test/fastq/r1.fa
htslib-1.15.1/test/fastq/r1.fq
htslib-1.15.1/test/fastq/r1.sam
htslib-1.15.1/test/fastq/r2-q.sam
htslib-1.15.1/test/fastq/r2.fa
htslib-1.15.1/test/fastq/r2.fq
htslib-1.15.1/test/fastq/r2.sam
htslib-1.15.1/test/fastq/single.fa
htslib-1.15.1/test/fastq/single.fq
htslib-1.15.1/test/fastq/single_aux-q.sam
htslib-1.15.1/test/fastq/single_aux.sam
htslib-1.15.1/test/fastq/single_noaux-q.sam
htslib-1.15.1/test/fastq/single_noaux.sam
htslib-1.15.1/test/fastq/test-fastq.sh
htslib-1.15.1/test/fastqs.fq
htslib-1.15.1/test/fastqs_README.txt
htslib-1.15.1/test/fieldarith.c
htslib-1.15.1/test/fieldarith.sam
htslib-1.15.1/test/formatcols.vcf
htslib-1.15.1/test/formatmissing-out.vcf
htslib-1.15.1/test/formatmissing.vcf
htslib-1.15.1/test/fuzz/
htslib-1.15.1/test/fuzz/hts_open_fuzzer.c
htslib-1.15.1/test/header_syms.pl
htslib-1.15.1/test/hfile.c
htslib-1.15.1/test/hts_endian.c
htslib-1.15.1/test/index.bam.bai
htslib-1.15.1/test/index.bam.csi
htslib-1.15.1/test/index.bcf.csi
htslib-1.15.1/test/index.cram.crai
htslib-1.15.1/test/index.sam
htslib-1.15.1/test/index.sam.gz.bai
htslib-1.15.1/test/index.sam.gz.csi
htslib-1.15.1/test/index.vcf
htslib-1.15.1/test/index.vcf.gz.csi
htslib-1.15.1/test/index.vcf.gz.tbi
htslib-1.15.1/test/index2.sam
htslib-1.15.1/test/index_dos.sam
htslib-1.15.1/test/longrefs/
htslib-1.15.1/test/longrefs/index.expected1.vcf
htslib-1.15.1/test/longrefs/index.expected2.vcf
htslib-1.15.1/test/longrefs/index.vcf
htslib-1.15.1/test/longrefs/longref.sam
htslib-1.15.1/test/longrefs/longref_itr.expected.sam
htslib-1.15.1/test/longrefs/longref_multi.expected.sam
htslib-1.15.1/test/maintainer/
htslib-1.15.1/test/maintainer/check_copyright.pl
htslib-1.15.1/test/maintainer/check_spaces.pl
htslib-1.15.1/test/md#1.sam
htslib-1.15.1/test/md.fa
htslib-1.15.1/test/md.fa.fai
htslib-1.15.1/test/mpileup/
htslib-1.15.1/test/mpileup/c1#pad1.out
htslib-1.15.1/test/mpileup/c1#pad1.sam
htslib-1.15.1/test/mpileup/c1#pad2.out
htslib-1.15.1/test/mpileup/c1#pad2.sam
htslib-1.15.1/test/mpileup/c1#pad3.out
htslib-1.15.1/test/mpileup/c1#pad3.sam
htslib-1.15.1/test/mpileup/mp_D.out
htslib-1.15.1/test/mpileup/mp_D.sam
htslib-1.15.1/test/mpileup/mp_DI.out
htslib-1.15.1/test/mpileup/mp_DI.sam
htslib-1.15.1/test/mpileup/mp_I.out
htslib-1.15.1/test/mpileup/mp_I.sam
htslib-1.15.1/test/mpileup/mp_ID.out
htslib-1.15.1/test/mpileup/mp_ID.sam
htslib-1.15.1/test/mpileup/mp_N.out
htslib-1.15.1/test/mpileup/mp_N.sam
htslib-1.15.1/test/mpileup/mp_N2.out
htslib-1.15.1/test/mpileup/mp_N2.sam
htslib-1.15.1/test/mpileup/mp_P.out
htslib-1.15.1/test/mpileup/mp_P.sam
htslib-1.15.1/test/mpileup/mpileup.tst
htslib-1.15.1/test/mpileup/small.bam
htslib-1.15.1/test/mpileup/small.out
htslib-1.15.1/test/mpileup/test-pileup.sh
htslib-1.15.1/test/no_hdr_sq_1.bam
htslib-1.15.1/test/no_hdr_sq_1.bam.csi
htslib-1.15.1/test/no_hdr_sq_1.expected.sam
htslib-1.15.1/test/noroundtrip-out.vcf
htslib-1.15.1/test/noroundtrip.vcf
htslib-1.15.1/test/pileup.c
htslib-1.15.1/test/pileup_mod.c
htslib-1.15.1/test/plugins-dlhts.c
htslib-1.15.1/test/range.bam
htslib-1.15.1/test/range.bam.bai
htslib-1.15.1/test/range.cram
htslib-1.15.1/test/range.cram.crai
htslib-1.15.1/test/range.out
htslib-1.15.1/test/realn01.fa
htslib-1.15.1/test/realn01.fa.fai
htslib-1.15.1/test/realn01.sam
htslib-1.15.1/test/realn01_exp-a.sam
htslib-1.15.1/test/realn01_exp-e.sam
htslib-1.15.1/test/realn01_exp.sam
htslib-1.15.1/test/realn02-r.sam
htslib-1.15.1/test/realn02.fa
htslib-1.15.1/test/realn02.fa.fai
htslib-1.15.1/test/realn02.sam
htslib-1.15.1/test/realn02_exp-a.sam
htslib-1.15.1/test/realn02_exp-e.sam
htslib-1.15.1/test/realn02_exp.sam
htslib-1.15.1/test/sam.c
htslib-1.15.1/test/sam_filter/
htslib-1.15.1/test/sam_filter/filter.sh
htslib-1.15.1/test/sam_filter/filter.tst
htslib-1.15.1/test/sam_filter/func1.out
htslib-1.15.1/test/sam_filter/func2.out
htslib-1.15.1/test/sam_filter/func3.out
htslib-1.15.1/test/sam_filter/func4.out
htslib-1.15.1/test/sam_filter/int1.out
htslib-1.15.1/test/sam_filter/int2.out
htslib-1.15.1/test/sam_filter/int3.out
htslib-1.15.1/test/sam_filter/string1.out
htslib-1.15.1/test/sam_filter/string2.out
htslib-1.15.1/test/sam_filter/string3.out
htslib-1.15.1/test/sam_filter/string4.out
htslib-1.15.1/test/sam_filter/string5.out
htslib-1.15.1/test/sam_filter/string6.out
htslib-1.15.1/test/sam_filter/string7.out
htslib-1.15.1/test/simple_test_driver.sh
htslib-1.15.1/test/tabix.out
htslib-1.15.1/test/tabix/
htslib-1.15.1/test/tabix/bed_file.Y.100200.out
htslib-1.15.1/test/tabix/bed_file.bed
htslib-1.15.1/test/tabix/bed_file.separate.out
htslib-1.15.1/test/tabix/gff_file.X.2934832.2935190.out
htslib-1.15.1/test/tabix/gff_file.gff
htslib-1.15.1/test/tabix/large_chr.20.1.2147483647.out
htslib-1.15.1/test/tabix/large_chr.vcf
htslib-1.15.1/test/tabix/tabix.tst
htslib-1.15.1/test/tabix/test-tabix.sh
htslib-1.15.1/test/tabix/vcf_file.1.3000151.out
htslib-1.15.1/test/tabix/vcf_file.2.3199812.out
htslib-1.15.1/test/tabix/vcf_file.bcf
htslib-1.15.1/test/tabix/vcf_file.vcf
htslib-1.15.1/test/test-bcf-sr.c
htslib-1.15.1/test/test-bcf-sr.pl
htslib-1.15.1/test/test-bcf-translate.c
htslib-1.15.1/test/test-bcf-translate.out
htslib-1.15.1/test/test-logging.pl
htslib-1.15.1/test/test-parse-reg.c
htslib-1.15.1/test/test-regidx.c
htslib-1.15.1/test/test-vcf-api.c
htslib-1.15.1/test/test-vcf-api.out
htslib-1.15.1/test/test-vcf-hdr-in.vcf
htslib-1.15.1/test/test-vcf-hdr.out
htslib-1.15.1/test/test-vcf-sweep.c
htslib-1.15.1/test/test-vcf-sweep.out
htslib-1.15.1/test/test.pl
htslib-1.15.1/test/test_bgzf.c
htslib-1.15.1/test/test_expr.c
htslib-1.15.1/test/test_index.c
htslib-1.15.1/test/test_introspection.c
htslib-1.15.1/test/test_kfunc.c
htslib-1.15.1/test/test_kstring.c
htslib-1.15.1/test/test_mod.c
htslib-1.15.1/test/test_realn.c
htslib-1.15.1/test/test_str2int.c
htslib-1.15.1/test/test_view.c
htslib-1.15.1/test/thrash_threads1.c
htslib-1.15.1/test/thrash_threads2.c
htslib-1.15.1/test/thrash_threads3.c
htslib-1.15.1/test/thrash_threads4.c
htslib-1.15.1/test/thrash_threads5.c
htslib-1.15.1/test/thrash_threads6.c
htslib-1.15.1/test/thrash_threads7.c
htslib-1.15.1/test/thread_pool.md
htslib-1.15.1/test/vcf_meta_meta.vcf
htslib-1.15.1/test/with-shlib.sh
htslib-1.15.1/test/xx#MD.sam
htslib-1.15.1/test/xx#MD2.sam
htslib-1.15.1/test/xx#blank.sam
htslib-1.15.1/test/xx#large_aux.sam
htslib-1.15.1/test/xx#large_aux2.sam
htslib-1.15.1/test/xx#large_aux_java.cram
htslib-1.15.1/test/xx#minimal.sam
htslib-1.15.1/test/xx#pair.sam
htslib-1.15.1/test/xx#repeated.sam
htslib-1.15.1/test/xx#rg.sam
htslib-1.15.1/test/xx#tlen.sam
htslib-1.15.1/test/xx#tlen2.sam
htslib-1.15.1/test/xx#triplet.sam
htslib-1.15.1/test/xx#unsorted.sam
htslib-1.15.1/test/xx.fa
htslib-1.15.1/test/xx.fa.fai
htslib-1.15.1/textutils.c
htslib-1.15.1/textutils_internal.h
htslib-1.15.1/thread_pool.c
htslib-1.15.1/thread_pool_internal.h
htslib-1.15.1/vcf.5
htslib-1.15.1/vcf.c
htslib-1.15.1/vcf_sweep.c
htslib-1.15.1/vcfutils.c
htslib-1.15.1/version.sh
htslib-1.15.1/config.h.in
htslib-1.15.1/configure
Removing intermediate container 0ffc700ced7b
 ---> 433e5deec3d4
Step 13/47 : WORKDIR /opt2/htslib-1.15.1
 ---> Running in cda933cb0c6b
Removing intermediate container cda933cb0c6b
 ---> 459b2bb61e64
Step 14/47 : RUN ./configure && make && make install && cd /opt2 && rm -rf /opt2/htslib-1.15.1
 ---> Running in 136a5f3811ad
checking for gcc... gcc
checking whether the C compiler works... yes
checking for C compiler default output file name... a.out
checking for suffix of executables... 
checking whether we are cross compiling... no
checking for suffix of object files... o
checking whether we are using the GNU C compiler... yes
checking whether gcc accepts -g... yes
checking for gcc option to accept ISO C89... none needed
checking for ranlib... ranlib
checking for grep that handles long lines and -e... /usr/bin/grep
checking for C compiler warning flags... -Wall
checking for pkg-config... /usr/bin/pkg-config
checking pkg-config is at least version 0.9.0... yes
checking for special C compiler options needed for large files... no
checking for _FILE_OFFSET_BITS value needed for large files... no
checking shared library type for unknown-Linux... plain .so
checking whether the compiler accepts -fvisibility=hidden... yes
checking how to run the C preprocessor... gcc -E
checking for egrep... /usr/bin/grep -E
checking for ANSI C header files... yes
checking for sys/types.h... yes
checking for sys/stat.h... yes
checking for stdlib.h... yes
checking for string.h... yes
checking for memory.h... yes
checking for strings.h... yes
checking for inttypes.h... yes
checking for stdint.h... yes
checking for unistd.h... yes
checking for stdlib.h... (cached) yes
checking for unistd.h... (cached) yes
checking for sys/param.h... yes
checking for getpagesize... yes
checking for working mmap... yes
checking for gmtime_r... yes
checking for fsync... yes
checking for drand48... yes
checking for srand48_deterministic... no
checking whether fdatasync is declared... yes
checking for fdatasync... yes
checking for library containing log... -lm
checking for zlib.h... yes
checking for inflate in -lz... yes
checking for library containing recv... none required
checking for bzlib.h... yes
checking for BZ2_bzBuffToBuffCompress in -lbz2... yes
checking for lzma.h... yes
checking for lzma_easy_buffer_encode in -llzma... yes
checking whether htscodecs files are present... yes
checking for libdeflate.h... no
checking for libdeflate_deflate_compress in -ldeflate... no
checking for curl/curl.h... yes
checking for curl_easy_pause in -lcurl... yes
checking for CCHmac... no
checking for library containing HMAC... -lcrypto
checking for library containing regcomp... none required
checking whether PTHREAD_MUTEX_RECURSIVE is declared... yes
configure: creating ./config.status
config.status: creating config.mk
config.status: creating htslib.pc.tmp
config.status: creating config.h
config.status: linking htscodecs_bundled.mk to htscodecs.mk
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o kfunc.o kfunc.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o kstring.o kstring.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o bcf_sr_sort.o bcf_sr_sort.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o bgzf.o bgzf.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o errmod.o errmod.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o faidx.o faidx.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o header.o header.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hfile.o hfile.c
echo '#define HTS_VERSION_TEXT "1.15.1"' > version.h
echo '#define HTS_CC "gcc"' > config_vars.h
echo '#define HTS_CPPFLAGS ""' >> config_vars.h
echo '#define HTS_CFLAGS "-Wall -g -O2 -fvisibility=hidden"' >> config_vars.h
echo '#define HTS_LDFLAGS "-fvisibility=hidden "' >> config_vars.h
echo '#define HTS_LIBS "-llzma -lbz2 -lz -lm   -lcurl -lcrypto"' >> config_vars.h
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hts.o hts.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hts_expr.o hts_expr.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hts_os.o hts_os.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o md5.o md5.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o multipart.o multipart.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o probaln.o probaln.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o realn.o realn.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o regidx.o regidx.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o region.o region.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o sam.o sam.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o synced_bcf_reader.o synced_bcf_reader.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o vcf_sweep.o vcf_sweep.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o tbx.o tbx.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o textutils.o textutils.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o thread_pool.o thread_pool.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o vcf.o vcf.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o vcfutils.o vcfutils.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_codecs.o cram/cram_codecs.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_decode.o cram/cram_decode.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_encode.o cram/cram_encode.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_external.o cram/cram_external.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_index.o cram/cram_index.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_io.o cram/cram_io.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/cram_stats.o cram/cram_stats.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/mFILE.o cram/mFILE.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/open_trace_file.o cram/open_trace_file.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/pooled_alloc.o cram/pooled_alloc.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o cram/string_alloc.o cram/string_alloc.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/arith_dynamic.o htscodecs/htscodecs/arith_dynamic.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/fqzcomp_qual.o htscodecs/htscodecs/fqzcomp_qual.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/htscodecs.o htscodecs/htscodecs/htscodecs.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/pack.o htscodecs/htscodecs/pack.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/rANS_static4x16pr.o htscodecs/htscodecs/rANS_static4x16pr.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/rANS_static.o htscodecs/htscodecs/rANS_static.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/rle.o htscodecs/htscodecs/rle.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o htscodecs/htscodecs/tokenise_name3.o htscodecs/htscodecs/tokenise_name3.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hfile_libcurl.o hfile_libcurl.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hfile_gcs.o hfile_gcs.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hfile_s3.o hfile_s3.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -c -o hfile_s3_write.o hfile_s3_write.c
ar -rc libhts.a kfunc.o kstring.o bcf_sr_sort.o bgzf.o errmod.o faidx.o header.o hfile.o hts.o hts_expr.o hts_os.o md5.o multipart.o probaln.o realn.o regidx.o region.o sam.o synced_bcf_reader.o vcf_sweep.o tbx.o textutils.o thread_pool.o vcf.o vcfutils.o cram/cram_codecs.o cram/cram_decode.o cram/cram_encode.o cram/cram_external.o cram/cram_index.o cram/cram_io.o cram/cram_stats.o cram/mFILE.o cram/open_trace_file.o cram/pooled_alloc.o cram/string_alloc.o htscodecs/htscodecs/arith_dynamic.o htscodecs/htscodecs/fqzcomp_qual.o htscodecs/htscodecs/htscodecs.o htscodecs/htscodecs/pack.o htscodecs/htscodecs/rANS_static4x16pr.o htscodecs/htscodecs/rANS_static.o htscodecs/htscodecs/rle.o htscodecs/htscodecs/tokenise_name3.o   hfile_libcurl.o hfile_gcs.o hfile_s3.o hfile_s3_write.o
ranlib libhts.a
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o kfunc.pico kfunc.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o kstring.pico kstring.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o bcf_sr_sort.pico bcf_sr_sort.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o bgzf.pico bgzf.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o errmod.pico errmod.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o faidx.pico faidx.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o header.pico header.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hfile.pico hfile.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hts.pico hts.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hts_expr.pico hts_expr.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hts_os.pico hts_os.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o md5.pico md5.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o multipart.pico multipart.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o probaln.pico probaln.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o realn.pico realn.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o regidx.pico regidx.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o region.pico region.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o sam.pico sam.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o synced_bcf_reader.pico synced_bcf_reader.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o vcf_sweep.pico vcf_sweep.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o tbx.pico tbx.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o textutils.pico textutils.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o thread_pool.pico thread_pool.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o vcf.pico vcf.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o vcfutils.pico vcfutils.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_codecs.pico cram/cram_codecs.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_decode.pico cram/cram_decode.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_encode.pico cram/cram_encode.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_external.pico cram/cram_external.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_index.pico cram/cram_index.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_io.pico cram/cram_io.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/cram_stats.pico cram/cram_stats.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/mFILE.pico cram/mFILE.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/open_trace_file.pico cram/open_trace_file.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/pooled_alloc.pico cram/pooled_alloc.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o cram/string_alloc.pico cram/string_alloc.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/arith_dynamic.pico htscodecs/htscodecs/arith_dynamic.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/fqzcomp_qual.pico htscodecs/htscodecs/fqzcomp_qual.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/htscodecs.pico htscodecs/htscodecs/htscodecs.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/pack.pico htscodecs/htscodecs/pack.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/rANS_static4x16pr.pico htscodecs/htscodecs/rANS_static4x16pr.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/rANS_static.pico htscodecs/htscodecs/rANS_static.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/rle.pico htscodecs/htscodecs/rle.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o htscodecs/htscodecs/tokenise_name3.pico htscodecs/htscodecs/tokenise_name3.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hfile_libcurl.pico hfile_libcurl.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hfile_gcs.pico hfile_gcs.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hfile_s3.pico hfile_s3.c
gcc -Wall -g -O2 -fvisibility=hidden -I.  -fpic -c -o hfile_s3_write.pico hfile_s3_write.c
